ID,RiskScore
0,100.20024261843801
1,7.8538909946480215
2,17.34370992234357
3,101.84087367500794
4,30.889202220519756
5,84.25070398849611
6,107.78095171353401
7,5.766640442006393
8,31.50098647030219
9,19.21101578396556
10,93.60102852794986
11,109.71261267988837
12,46.59406109592782
13,16.91836245067858
14,38.14417971625425
15,101.20306633206297
16,103.35543213767527
17,74.89984544348586
18,11.275188982281602
19,49.0655244572863
20,107.54427706240867
21,82.74904038226634
22,4.482658873815363
23,52.423115970302085
24,86.54944926126808
25,52.454479083723854
26,99.18124800252302
27,84.67453354725384
28,91.48666748626422
29,93.28599783673813
30,95.59714188325688
31,75.8155147399931
32,6.374135230912206
33,8.67234775219905
34,74.8584652394348
35,48.14811751709314
36,38.138277922043976
37,87.94124853835866
38,88.11348039817096
39,60.903210966087194
40,11.705084925456578
41,67.80049484307223
42,55.046304252871025
43,87.98450993463808
44,94.05259290521165
45,29.651848213487103
46,26.30794920624607
47,53.55596144343303
48,48.63619326355618
49,107.2373487662715
50,100.82144172787714
51,11.873483573079294
52,50.302674927018685
53,104.93999816736189
54,75.26655316112821
55,104.54063704819387
56,59.88657829187941
57,22.930401052544703
58,80.49769042681261
59,0.9524786020759368
60,52.86165640078593
61,109.49213797011724
62,99.94538645750818
63,58.58264740901658
64,18.17236890906364
65,36.514953691332174
66,70.94400728135463
67,86.99172769821051
68,41.362062111979625
69,8.125417285606485
70,105.38874105008115
71,40.11698126136894
72,67.09969068004428
73,20.27619600527102
74,94.69003119598928
75,93.20853200800087
76,3.2593659834051754
77,71.79032003989809
78,113.08514182413666
79,12.59706838800666
80,27.88778622993496
81,63.578648389711695
82,20.111132695760595
83,68.26479257688267
84,44.334698860482874
85,4.341930218661986
86,27.77555692695939
87,52.55260016491886
88,106.90848058475966
89,28.141132322659
90,59.76243163415901
91,10.413643892098
92,16.56292384036164
93,54.34905892948206
94,89.20429774751659
95,68.94893679266909
96,50.25554270447724
97,62.57711147011486
98,34.433587225847866
99,79.43175005331801
100,72.7925687114051
101,96.61823230960839
102,39.831059665211846
103,51.641966452456444
104,87.90700853754367
105,31.025970308180824
106,108.30556776364598
107,75.8893552284839
108,39.90721176766229
109,74.27868056982817
110,97.94194472534957
111,44.863025238631636
112,108.9627776083977
113,68.7365767815085
114,73.11949074409975
115,36.500991112199436
116,41.37213310768116
117,104.86158098487454
118,41.52501740601232
119,32.938072478611
120,73.45692239109988
121,7.942848358561752
122,27.180669980855594
123,76.92327078852132
124,39.31466102359365
125,8.660876168291283
126,56.28786122958333
127,48.79610969216426
128,0.9590809570682585
129,1.5946177303527413
130,44.29309827504146
131,45.76132470875369
132,20.785682436729132
133,102.8515008748044
134,6.9230683284843435
135,74.55543908420675
136,8.850557728035842
137,23.233127850763392
138,43.35810386209952
139,45.63425215613838
140,89.47973862542811
141,16.47255308297971
142,96.62097593999196
143,52.66422027839766
144,51.11597389123504
145,81.64418152254895
146,6.632936154891303
147,53.957697433248846
